Cattle_ID,age,weight,Breed,Disease_Status,Body_Condition,feed,milk_output,Lactation_Stage,health_status,temperature,humidity,thi,feed_weight_ratio,feed_per_weight,temp_humidity,thi_squared,feed_thi_interaction,age_weight_ratio
COW01497,96,559.1,Guernsey,Healthy,4.4,26.7,18.2,Late,0,23.118353896092298,79.32115388991394,41.81018202746052,0.04775532105169021,0.04775532105169021,1833.7745070734288,1748.0913211693828,1116.331860133196,0.17170452512967269
COW01498,62,564.7,Guernsey,Healthy,2.6,19.2,18.93,Mid,0,35.06311913234625,57.62162391753439,56.356920101949655,0.034000354170355934,0.034000354170355934,2020.3938640197605,3176.102443377537,1082.0528659574334,0.10979281034177439
COW01499,102,706.1,Jersey,Healthy,3.9,29.0,24.54,Mid,0,23.576919568933306,94.92707254131743,43.972916751406316,0.04107066987678799,0.04107066987678799,2238.087954220938,1933.6174076261102,1275.214585790783,0.1444554595666336
COW01500,69,448.5,Holstein,Bloat,3.3,31.4,20.3,Early,1,22.80980402394618,91.41761817894853,42.335885751365915,0.07001114827201783,0.07001114827201783,2085.217954997756,1792.3272223527074,1329.3468125928896,0.15384615384615385
COW01501,40,547.8,Jersey,Healthy,2.5,19.3,22.7,Mid,0,41.27659187076094,85.00882878392821,72.26874946297909,0.03523183643665572,0.03523183643665572,3508.8747311255997,5222.77214894284,1394.7868646354964,0.07301935012778386
COW01502,36,574.4,Brown Swiss,Healthy,4.5,28.1,21.34,Early,0,41.57397252092324,40.0,60.52876702510789,0.04892061281337048,0.04892061281337048,1662.9589008369296,3663.731637579788,1700.8583534055317,0.06267409470752089
COW01503,46,491.1,Holstein,Bloat,3.0,28.6,22.93,Mid,1,34.82941013265644,63.99529061493678,57.33738849143598,0.05823661168804724,0.05823661168804724,2228.9182233861725,3287.576119017855,1639.8493108550692,0.09366727754021584
COW01504,76,552.3,Holstein,Ketosis,4.8,22.8,22.74,Late,1,30.666548285044605,95.0,56.38645949882806,0.04128191200434547,0.04128191200434547,2913.3220870792375,3179.432814812977,1285.6112765732798,0.13760637334781822
COW01505,38,422.0,Ayrshire,Mastitis,3.7,15.6,21.45,Mid,1,33.616072313785224,81.82516637454745,59.016440992436294,0.03696682464454976,0.03696682464454976,2750.640709934294,3482.940307413715,920.6564794820061,0.09004739336492891
COW01506,110,662.8,Holstein,Bloat,3.5,28.2,17.48,Mid,1,18.0,95.0,34.22,0.04254677127338564,0.04254677127338564,1710.0,1171.0084,965.0039999999999,0.1659625829812915
COW01507,63,495.5,Brown Swiss,Healthy,3.3,21.3,17.92,Mid,0,34.90436977782679,56.82057930776721,55.97419751342935,0.04298688193743693,0.04298688193743693,1983.2865111486399,3133.1107872724006,1192.2504070360453,0.12714429868819374
COW01508,105,712.5,Guernsey,Healthy,3.2,17.7,22.53,Early,0,35.27243053320172,43.47007312915127,53.69120524317546,0.024842105263157895,0.024842105263157895,1533.2951347211867,2882.745520464792,950.3343328042056,0.14736842105263157
COW01509,85,547.4,Jersey,Healthy,4.5,25.3,24.46,Mid,0,27.293421159563383,95.0,50.483487029235924,0.046218487394957986,0.046218487394957986,2592.8750101585215,2548.582462631032,1277.232221839669,0.15527950310559008
COW01510,48,632.2,Brown Swiss,Ketosis,4.0,21.9,26.98,Early,1,43.065523689383056,62.672188709732694,68.81773005274971,0.034640936412527676,0.034640936412527676,2699.0106275444787,4735.879969613131,1507.1082881552186,0.07592534008225245
COW01511,36,545.7,Holstein,Bloat,4.3,15.6,20.37,Mid,1,48.74522549394912,63.98119831765712,77.37066723108941,0.028587135788894994,0.028587135788894994,3118.7779393672745,5986.2201477839735,1206.9824088049947,0.06597031335898845
COW01512,92,547.5,Guernsey,Healthy,3.3,31.7,20.17,Late,0,20.242973266365993,89.76852574318653,37.83952957387805,0.05789954337899543,0.05789954337899543,1817.1818667804123,1431.8299983723919,1199.5130874919344,0.1680365296803653
COW01513,47,503.3,Guernsey,Healthy,2.8,18.4,15.81,Mid,0,21.674333440951326,90.76342755164467,40.341901115303976,0.03655871249751639,0.03655871249751639,1967.236792997975,1627.468985596964,742.2909805215932,0.09338366779256904
COW01514,38,559.5,Ayrshire,Healthy,2.3,23.2,23.19,Mid,0,24.621863743978423,88.50257724265713,45.1441038508364,0.041465594280607684,0.041465594280607684,2179.098397859629,2037.990112495102,1047.3432093394044,0.0679177837354781
COW01515,112,575.4,Ayrshire,Healthy,4.3,26.0,20.22,Early,0,42.0,52.5227815866831,64.49628771792453,0.04518595759471672,0.04518595759471672,2205.9568266406905,4159.7711293933025,1676.903480666038,0.19464720194647203
COW01516,64,487.3,Jersey,Foot and Mouth,3.2,16.1,28.32,Mid,1,45.142179718817665,71.44610828770735,74.4778347869622,0.03303919556741228,0.03303919556741228,3225.2330605337934,5546.947874554037,1199.0931400700915,0.1313359326903345
COW01517,17,540.0,Holstein,Healthy,3.5,27.3,17.85,Late,0,25.94923681925191,59.4782892278743,44.02867793436833,0.050555555555555555,0.050555555555555555,1543.41621277807,1938.5244806483329,1201.9829076082556,0.03148148148148148
COW01518,65,501.2,Jersey,Mastitis,3.4,25.7,26.37,Mid,1,39.369749376356054,42.71453726903837,58.56151240443393,0.05127693535514764,0.05127693535514764,1681.6606270090606,3429.4507350946687,1505.0308687939519,0.12968874700718278
COW01519,61,734.0,Holstein,Healthy,3.3,22.9,25.7,Mid,0,37.3886774163646,51.25866158512864,58.09463029284291,0.03119891008174387,0.03119891008174387,1916.493562800975,3374.9860688621006,1330.3670337061026,0.08310626702997276
COW01520,105,542.8,Brown Swiss,Healthy,4.1,23.5,18.83,Early,0,49.0,58.0,75.668,0.04329403095062639,0.04329403095062639,2842.0,5725.646224000001,1778.198,0.19344141488577746
COW01521,88,673.6,Holstein,Healthy,3.8,31.2,23.83,Early,0,30.986417416057893,69.57956049658333,52.72989027306814,0.04631828978622327,0.04631828978622327,2156.0213051729834,2780.441328209806,1645.1725765197261,0.13064133016627077
COW01522,32,534.4,Ayrshire,Ketosis,4.9,30.4,22.39,Mid,1,38.35540837921346,95.0,69.84196466362354,0.05688622754491018,0.05688622754491018,3643.7637960252787,4877.90002807484,2123.1957257741556,0.059880239520958084
COW01523,28,570.7,Guernsey,Healthy,2.4,16.0,20.13,Late,0,25.558193318549208,95.0,47.446838307461114,0.028035745575608898,0.028035745575608898,2428.0283652621747,2251.2024653743592,759.1494129193778,0.04906255475731557
COW01524,77,444.3,Jersey,Healthy,3.7,20.6,22.62,Early,0,26.967710940402352,95.0,49.913494145704114,0.04636506864731038,0.04636506864731038,2561.9325393382233,2491.3568978332387,1028.2179794015049,0.17330632455548053
COW01525,17,514.2,Ayrshire,Healthy,2.2,23.3,21.43,Mid,0,46.101151460018755,62.02561127019244,72.94375414078118,0.045313107740178916,0.045313107740178916,2859.452099567388,5320.791268150731,1699.5894714802016,0.03306106573317775
COW01526,46,566.8,Guernsey,Bloat,4.4,30.6,22.91,Early,1,47.25723527066194,68.03165209733238,76.55910820466826,0.05398729710656317,0.05398729710656317,3214.987789015458,5861.297049094103,2342.708711062849,0.08115737473535639
COW01527,26,676.9,Brown Swiss,Foot and Mouth,3.8,28.7,21.82,Mid,1,33.80598641637244,66.62954023695885,56.3749086607736,0.04239917269906929,0.04239917269906929,2252.4773321797716,3178.130326510566,1617.9598785642022,0.03841040035455754
COW01528,14,567.8,Holstein,Foot and Mouth,3.3,21.0,16.9,Mid,1,46.673451925412216,66.98760402716505,75.3579737220224,0.03698485382176823,0.03698485382176823,3126.5427161604375,5678.824203489017,1582.5174481624704,0.024656569214512154
COW01529,111,660.7,Jersey,Healthy,4.4,30.0,22.46,Mid,0,42.0,52.033568739339415,64.36126497205768,0.04540638716512789,0.04540638716512789,2185.4098870522553,4142.372428803419,1930.8379491617304,0.1680036325109732
COW01530,21,601.3,Brown Swiss,Bloat,3.4,20.8,21.12,Early,1,39.43173324121258,42.16636120974658,58.50035764851996,0.03459171794445369,0.03459171794445369,1662.6927069753408,3422.2918450047478,1216.8074390892152,0.03492433061699651
COW01531,13,680.2,Guernsey,Healthy,2.7,18.9,16.43,Early,0,41.90370979013344,52.44373150563086,64.34693954853225,0.027785945310202877,0.027785945310202877,2197.5869053236333,4140.528629262463,1216.1571574672594,0.01911202587474272
COW01532,112,545.3,Jersey,Mastitis,3.4,25.0,21.65,Late,1,29.462644773746455,77.00115342054596,51.56852603042152,0.04584632312488539,0.04584632312488539,2268.6576303982974,2659.3128769502623,1289.2131507605382,0.20539152759948653
COW01533,32,741.2,Guernsey,Healthy,2.2,20.4,22.7,Mid,0,20.792204784248614,86.22615129178709,38.545515995545955,0.027522935779816512,0.027522935779816512,1792.8317954164404,1485.756803362889,786.3285263091374,0.04317323259579061
COW01534,100,511.2,Jersey,Healthy,4.7,25.2,17.89,Early,0,41.84940816714566,81.17966721499162,72.16286473629012,0.04929577464788732,0.04929577464788732,3397.3210281532374,5207.479046948104,1818.504191354511,0.19561815336463223
COW01535,15,488.7,Jersey,Ketosis,4.2,21.4,18.12,Mid,1,52.0,90.79050976140341,92.13723167028769,0.04378964599959075,0.04378964599959075,4721.106507592977,8489.269459864265,1971.7367577441564,0.030693677102516883
COW01536,28,453.2,Brown Swiss,Ketosis,4.3,28.3,18.51,Early,1,18.169410916615853,93.78403621275383,34.47063443233919,0.06244483671668138,0.06244483671668138,1704.000691368306,1188.2246381679681,975.518954435199,0.0617828773168579
COW01537,23,736.5,Holstein,Healthy,4.6,31.2,27.24,Mid,0,21.294660691429023,90.66287043241122,39.6866258425679,0.04236252545824847,0.04236252545824847,1930.6350631691898,1575.0282707679783,1238.2227262881183,0.031228784792939578
COW01538,88,615.6,Brown Swiss,Healthy,4.4,18.9,23.11,Mid,0,33.039563807194206,98.0,61.098423576805686,0.030701754385964907,0.030701754385964907,3237.877253105032,3733.017363570765,1154.7602056016274,0.142949967511371
COW01539,78,523.3,Jersey,Bloat,3.3,23.2,24.07,Early,1,40.00758412444656,56.676401187717005,62.919524412410716,0.04433403401490541,0.04433403401490541,2267.485888388471,3958.8665522839483,1459.7329663679286,0.14905407987769922
COW01540,63,649.9,Jersey,Ketosis,2.4,27.0,22.56,Mid,1,24.10450227254055,83.58865566745037,43.795464806866256,0.04154485305431605,0.04154485305431605,2014.8629404946669,1918.0427376494608,1182.4775497853889,0.09693799046007079
COW01541,38,605.0,Guernsey,Mastitis,3.1,16.9,16.89,Mid,1,39.94672709175149,52.88350035901263,61.86738518668357,0.02793388429752066,0.02793388429752066,2112.5227564980196,3827.573349837474,1045.5588096549523,0.0628099173553719
COW01542,21,707.3,Jersey,Healthy,4.8,28.3,23.63,Late,0,41.024159745266225,54.43341036810387,63.71176592741326,0.0400113106178425,0.0400113106178425,2233.084922420724,4059.189117589497,1803.0429757457953,0.029690371836561574
COW01543,73,426.2,Guernsey,Healthy,4.8,24.5,18.64,Mid,0,41.637369413417694,41.67570812387517,61.06126210809177,0.05748474894415767,0.05748474894415767,1735.2668547195633,3728.4777302330835,1496.0009216482483,0.1712810886907555
COW01544,36,528.8,Guernsey,Bloat,4.3,16.7,19.74,Mid,1,31.841255825285987,64.12176735842672,53.056646144906715,0.031580937972768536,0.031580937972768536,2041.7175984291378,2815.0077001458444,886.0459906199421,0.0680786686838124
COW01545,75,513.0,Guernsey,Mastitis,2.6,29.6,18.71,Mid,1,40.2503881750743,40.0,58.94046581008916,0.057699805068226126,0.057699805068226126,1610.015527002972,3473.978509910289,1744.6377879786392,0.14619883040935672
COW01546,86,392.1,Jersey,Mastitis,2.6,21.7,20.07,Early,1,52.0,67.0920966259944,83.22662833137389,0.05534302473858709,0.05534302473858709,3488.7890245517087,6926.671663408647,1806.0178347908134,0.21933180311145115
COW01547,103,634.8,Ayrshire,Mastitis,4.6,17.2,25.22,Mid,1,21.047772123430995,95.0,39.55360121600424,0.027095148078134845,0.027095148078134845,1999.5383517259445,1564.487369154692,680.3219409152729,0.16225582860743543
COW01548,65,528.4,Jersey,Healthy,2.4,17.5,23.76,Early,0,48.01680963610344,64.4957456403007,76.49485974416812,0.03311884935654807,0.03311884935654807,3096.879940748867,5851.463567279953,1338.6600455229423,0.12301286903860711
COW01549,12,609.2,Jersey,Healthy,3.8,28.1,24.16,Early,0,49.0,64.43292273715176,77.89379126705451,0.04612606697307945,0.04612606697307945,3157.213214120436,6067.442717955458,2188.8155346042317,0.01969796454366382
COW01550,42,738.8,Ayrshire,Foot and Mouth,3.1,30.8,27.66,Mid,1,39.80225864920168,40.0,58.40271037904202,0.04168922577152139,0.04168922577152139,1592.0903459680674,3410.8765796182624,1798.8034796744942,0.0568489442338928
COW01551,104,521.7,Jersey,Healthy,2.9,20.8,16.06,Early,0,42.42725807167895,74.89652295810109,71.33324823352442,0.03986965689093348,0.03986965689093348,3177.654108214782,5088.432303545614,1483.731563257308,0.19934828445466743
COW01552,69,516.3,Guernsey,Mastitis,4.0,15.4,18.35,Mid,1,39.48441781854383,48.73664792970924,60.21283865227603,0.02982761960100717,0.02982761960100717,1924.338169931909,3625.585938565026,927.2777152450508,0.13364323067983733
COW01553,78,559.5,Holstein,Mastitis,4.9,15.8,17.39,Mid,1,42.0,54.185789687022236,64.95527795361814,0.028239499553172478,0.028239499553172478,2275.803166854934,4219.1881340317905,1026.2933916671666,0.13941018766756033
COW01554,61,629.0,Guernsey,Foot and Mouth,4.3,25.8,24.15,Early,1,38.80696682838124,51.35922811195144,59.980803231301635,0.04101748807631161,0.04101748807631161,1993.0958616717649,3597.6967562721247,1547.5047233675823,0.09697933227344992
COW01555,29,504.7,Ayrshire,Healthy,3.5,20.7,18.22,Mid,0,35.71978265695721,98.0,65.86921312938384,0.0410144640380424,0.0410144640380424,3500.5387003818064,4338.753238284192,1363.4927117782454,0.0574598771547454
COW01556,108,499.5,Guernsey,Mastitis,3.3,21.7,19.58,Mid,1,25.641066953182065,75.87279086852362,45.4417647833242,0.04344344344344344,0.04344344344344344,1945.459310584595,2064.953986622964,986.0862957981352,0.21621621621621623
COW01557,95,634.6,Brown Swiss,Healthy,4.7,20.1,22.16,Mid,0,36.61897902218627,59.221423321277484,58.85357884214378,0.03167349511503309,0.03167349511503309,2168.628058265873,3463.7437425284343,1182.9569347270901,0.1497005988023952
COW01558,119,580.3,Ayrshire,Healthy,3.7,22.4,22.36,Late,0,27.03979826631311,95.0,50.03964696604794,0.038600723763570564,0.038600723763570564,2568.7808352997454,2503.9662684867108,1120.8880920394738,0.20506634499396864
COW01559,104,386.4,Jersey,Healthy,3.5,25.6,15.84,Mid,0,20.991244353500395,76.23288749105853,38.21769137506502,0.06625258799171843,0.06625258799171843,1600.2231690977133,1460.5919340397195,978.3728992016646,0.2691511387163561
COW01560,43,452.0,Jersey,Healthy,4.0,23.7,16.79,Late,0,35.211127586482924,74.57455714432447,60.08870830354632,0.05243362831858407,0.05243362831858407,2625.8542463142708,3610.6528655886764,1424.1023867940478,0.09513274336283185
COW01561,39,670.1,Holstein,Bloat,2.7,17.0,22.4,Mid,1,25.10404909672204,75.38333241219351,44.552308189524005,0.02536934785852858,0.02536934785852858,1892.4268779502238,1984.9081650143278,757.389239221908,0.05820026861662438
COW01562,38,582.2,Guernsey,Bloat,2.2,22.8,24.3,Early,1,34.18514477692821,98.0,63.13755770293222,0.03916180006870491,0.03916180006870491,3350.1441881389646,3986.3511926910955,1439.5363156268547,0.06526966678117485
COW01563,111,489.0,Guernsey,Healthy,4.6,22.3,20.52,Mid,0,23.897967248412076,77.82680315026495,42.91033807242796,0.04560327198364008,0.04560327198364008,1859.9023927336457,1841.2971134900606,956.9005390151435,0.22699386503067484
COW01564,72,536.4,Guernsey,Foot and Mouth,3.8,23.8,19.63,Early,1,18.0,90.07731129499797,34.04278320661993,0.04436987322893363,0.04436987322893363,1621.3916033099636,1158.9110884529239,810.2182403175543,0.1342281879194631
COW01565,61,551.1,Guernsey,Healthy,2.5,16.0,16.26,Early,0,34.54585212211422,59.072639408176585,55.937368277492396,0.029032843404100887,0.029032843404100887,2040.714665457845,3128.9891698118126,894.9978924398783,0.11068771547813464
COW01566,116,608.9,Holstein,Mastitis,2.9,16.8,24.24,Early,1,34.97078010367261,46.018606572296875,53.843010447699506,0.027590737395303006,0.027590737395303006,1609.3065711172171,2899.069774071078,904.5625755213517,0.1905074724913779
COW01567,77,441.3,Guernsey,Bloat,5.0,23.5,18.65,Late,1,27.806607405752974,70.93546504346087,48.15532523442432,0.05325175617493768,0.05325175617493768,1972.47462760803,2318.9353484331837,1131.6501430089716,0.17448447767958306
COW01568,110,482.7,Guernsey,Healthy,3.9,19.0,17.67,Late,0,35.998670691943616,51.32602091767464,56.284674790841535,0.03936192251916304,0.03936192251916304,1847.6685249431791,3167.9646163107927,1069.4088210259893,0.22788481458462814
COW01569,118,571.8,Jersey,Healthy,3.9,25.3,17.05,Late,0,34.662723919151944,81.38550861381034,60.62110005593557,0.044246239944036383,0.044246239944036383,2821.0434161002704,3674.9177719917516,1533.71383141517,0.20636586218957678
COW01570,20,542.0,Brown Swiss,Healthy,2.2,20.7,16.31,Mid,0,39.52808017288139,55.07791439438774,61.86248662487784,0.038191881918819184,0.038191881918819184,2177.1242159364565,3826.9672514131894,1280.5534731349712,0.03690036900369004
COW01571,51,595.7,Ayrshire,Healthy,4.9,18.0,19.52,Mid,0,31.611288391932508,95.0,58.03975468588188,0.03021655195568239,0.03021655195568239,3003.072397233588,3368.613123997348,1044.7155843458738,0.08561356387443343
COW01572,91,451.6,Brown Swiss,Bloat,4.7,25.8,19.96,Late,1,32.52806825099818,70.22323880052475,55.15257125861911,0.057130203720106285,0.057130203720106285,2284.226304509613,3041.806116437059,1422.936338472373,0.20150575730735162
COW01573,99,578.6,Guernsey,Healthy,3.6,21.1,18.94,Mid,0,24.208833057187142,75.29408372305983,43.15253742008337,0.0364673349464224,0.0364673349464224,1822.781903045427,1862.1414857916955,910.5185395637592,0.17110266159695817
COW01574,28,637.3,Brown Swiss,Healthy,2.9,16.8,21.96,Mid,0,41.98957682822586,66.81363934796379,68.4252618222209,0.026361211360426802,0.026361211360426802,2805.4764425746994,4682.016455439481,1149.5443986133112,0.043935352267378006
COW01575,46,588.9,Guernsey,Healthy,4.1,28.6,21.07,Early,0,39.1176657705464,41.27448027818009,57.89622070012777,0.04856512141280354,0.04856512141280354,1614.561324374858,3351.9723713579033,1655.8319120236542,0.07811173374087281
COW01576,71,561.1,Guernsey,Bloat,4.5,21.8,27.45,Mid,1,29.6084500718719,95.0,54.53478762577583,0.03885225450008911,0.03885225450008911,2812.8027568278303,2974.0430613884723,1188.858370241913,0.12653715915166636
COW01577,98,542.3,Guernsey,Healthy,4.4,30.5,17.28,Mid,0,28.590012643529374,95.0,52.7525221261764,0.05624193250968099,0.05624193250968099,2716.0512011352903,2782.828590672731,1608.9519248483803,0.18071178314586023
COW01578,24,483.2,Guernsey,Mastitis,4.9,17.5,19.83,Mid,1,37.34081379361032,78.93370657905058,64.380685681583,0.03621688741721854,0.03621688741721854,2947.4488394078016,4144.8726888307865,1126.6619994277025,0.049668874172185434
COW01579,76,544.2,Ayrshire,Mastitis,3.9,29.8,22.16,Early,1,34.28043540449927,95.0,62.71076195787372,0.05475927967658949,0.05475927967658949,3256.641363427431,3932.639665337102,1868.7807063446369,0.1396545387725101
COW01580,44,650.8,Jersey,Healthy,3.0,28.7,19.79,Mid,0,22.064475181261248,82.483863739033,40.37353540983253,0.044099569760295027,0.044099569760295027,1819.9631643244281,1630.022361489001,1158.7204662621934,0.06760909649661954
COW01581,35,540.5,Ayrshire,Healthy,3.5,15.9,20.91,Mid,0,41.40312086796033,53.03650174894601,63.844007365774054,0.029417206290471787,0.029417206290471787,2195.876692325401,4076.0572765210118,1015.1197171158075,0.06475485661424607
COW01582,67,478.8,Guernsey,Healthy,4.4,23.6,22.79,Early,0,40.32039841185694,53.95645592885615,62.64204707516308,0.04928989139515456,0.04928989139515456,2175.5457999432806,3924.026061766947,1478.3523109738487,0.13993316624895571
COW01583,56,510.6,Brown Swiss,Healthy,2.8,25.8,21.28,Mid,0,42.0,50.38866774456708,63.90727229750052,0.05052878965922444,0.05052878965922444,2116.3240452718173,4084.139452506877,1648.8076252755134,0.10967489228358793
COW01584,80,566.1,Jersey,Mastitis,2.7,22.9,25.45,Late,1,38.032315219939456,98.0,69.98552109149223,0.04045221692280515,0.04045221692280515,3727.1668915540668,4897.9731624477035,1602.668432995172,0.1413177883766119
COW01585,46,520.1,Brown Swiss,Foot and Mouth,4.2,21.0,15.42,Mid,1,26.28227593659486,78.35840527604933,46.736582683691374,0.040376850605652756,0.040376850605652756,2059.4372294166587,2184.3081609495202,981.4682363575189,0.08844452989809652
COW01586,100,588.8,Guernsey,Healthy,3.3,31.0,19.96,Mid,0,34.92969839953306,40.258725206506476,52.60875358401902,0.052649456521739135,0.052649456521739135,1406.2251294129505,2767.680953664034,1630.8713611045896,0.16983695652173914
COW01587,20,591.8,Jersey,Healthy,4.4,26.6,24.19,Mid,0,31.245381120659736,77.38231726721473,54.431651160188196,0.04494761743832376,0.04494761743832376,2417.8399950139333,2962.804648024417,1447.8819208610062,0.03379520108144644
COW01588,105,621.1,Jersey,Healthy,2.4,31.4,24.62,Late,0,42.0,48.68964403718359,63.43834175426267,0.05055546610851714,0.05055546610851714,2044.9650495617109,4024.4232045306267,1991.963931083848,0.16905490259217518
COW01589,15,663.9,Ayrshire,Healthy,3.0,29.2,22.41,Mid,0,40.24391904061807,50.821687333662695,61.72945096208229,0.04398252748907968,0.04398252748907968,2045.263870563526,3810.525116080122,1802.4999680928029,0.022593764121102578
COW01590,91,629.7,Brown Swiss,Mastitis,2.8,28.7,25.78,Early,1,48.59055126327036,67.64496394274676,78.40062708448187,0.04557725901222804,0.04557725901222804,3286.9060881621117,6146.658327239992,2250.0979973246294,0.14451326028267428
COW01591,49,475.3,Guernsey,Mastitis,4.1,27.1,15.63,Mid,1,38.16354362277251,56.51640292395832,60.36113496107472,0.05701662108142226,0.05701662108142226,2156.866208390671,3643.4666137890767,1635.786757445125,0.10309278350515463
COW01592,53,477.7,Holstein,Mastitis,4.3,25.6,22.56,Late,1,24.255086134233746,83.32951683259071,44.01626456647962,0.053590119321750056,0.053590119321750056,2021.1646082985685,1937.4315463863293,1126.8163729018784,0.11094829390831065
COW01593,14,543.9,Holstein,Healthy,3.4,30.0,22.21,Early,0,36.6804229399254,52.1335845291229,57.35992147877242,0.05515719801434087,0.05515719801434087,1912.2819299025796,3290.160592050938,1720.7976443631726,0.025740025740025742
COW01594,87,513.9,Ayrshire,Healthy,3.4,25.0,19.7,Early,0,22.43989416790628,89.02316781166405,41.50928381130042,0.04864759680871765,0.04864759680871765,1997.6704641855024,1723.0206425270871,1037.7320952825105,0.16929363689433743
COW01595,29,458.9,Holstein,Healthy,2.4,15.4,25.98,Early,0,19.277317347052023,91.05156387640757,36.2627275973478,0.03355850947918937,0.03355850947918937,1755.229891790887,1314.9854127994495,558.4460049991561,0.06319459577249946
COW01596,83,514.7,Guernsey,Ketosis,4.1,24.5,21.86,Mid,1,42.0,57.26109087445465,65.80406108134949,0.04760054400621721,0.04760054400621721,2404.9658167270954,4330.174454797974,1612.1994964930625,0.16125898581698075
COW01597,90,512.0,Ayrshire,Mastitis,5.0,15.9,15.81,Mid,1,42.0,45.96675311654482,62.68682386016637,0.0310546875,0.0310546875,1930.6036308948826,3929.6378856755236,996.7204993766453,0.17578125
COW01598,103,496.3,Brown Swiss,Bloat,4.3,31.1,21.84,Mid,1,29.079262113648753,95.0,53.608708698885316,0.06266371146483982,0.06266371146483982,2762.5299007966314,2873.8936483619423,1667.2308405353333,0.2075357646584727
COW01599,88,524.7,Ayrshire,Healthy,2.7,25.6,19.66,Early,0,42.0,40.0,61.04,0.04878978463884124,0.04878978463884124,1680.0,3725.8815999999997,1562.624,0.16771488469601675
COW01600,44,644.3,Brown Swiss,Healthy,3.9,24.0,25.2,Mid,0,21.105827935603184,88.21648879575824,39.20030829795675,0.03724972838739718,0.03724972838739718,1861.8820336063395,1536.6641706548571,940.807399150962,0.06829116871022815
COW01601,91,565.9,Ayrshire,Mastitis,2.9,17.6,23.3,Early,1,39.500760180566324,53.07229335660289,61.32215722222059,0.0311009012192967,0.0311009012192967,2096.395932111834,3760.406966386741,1079.2699671110825,0.16080579607704543
COW01602,101,747.7,Jersey,Healthy,2.1,23.3,22.46,Mid,0,22.594093536080454,89.98764276091008,41.84894644760726,0.031162230841246488,0.031162230841246488,2033.1892176313954,1751.3343187747005,975.0804522292492,0.13508091480540324
COW01603,46,563.6,Brown Swiss,Healthy,2.5,20.2,25.14,Early,0,18.530460138451375,95.0,35.14830524228991,0.03584102200141944,0.03584102200141944,1760.3937131528805,1235.4033614051841,709.9957658942561,0.08161816891412349
COW01604,25,526.8,Jersey,Healthy,2.3,26.2,22.36,Late,0,42.0,47.54459839267412,63.12230915637806,0.04973424449506454,0.04973424449506454,1996.8731324923128,3984.425913233369,1653.8044998971052,0.04745634016704632
COW01605,108,550.3,Guernsey,Ketosis,2.6,24.9,19.34,Mid,1,45.53416314706734,58.0,70.88514514295292,0.04524804652007996,0.04524804652007996,2640.9814625299055,5024.703801937502,1765.0401140595277,0.19625658731600948
COW01606,27,570.5,Holstein,Healthy,4.4,23.0,20.26,Mid,0,37.883874403583775,89.1886105988623,67.65204081820525,0.040315512708150744,0.040315512708150744,3378.8101221574398,4576.79862686811,1555.9969388187208,0.04732690622261174
COW01607,76,584.8,Ayrshire,Bloat,2.9,18.5,23.5,Early,1,49.0,58.0,75.668,0.03163474692202463,0.03163474692202463,2842.0,5725.646224000001,1399.8580000000002,0.12995896032831739
COW01608,37,716.1,Holstein,Healthy,4.3,23.5,21.96,Early,0,36.61805352598593,55.752273604982925,58.08151281229798,0.03281664571987152,0.03281664571987152,2041.5397390626772,3373.4621305651344,1364.9155510890025,0.0516687613461807
COW01609,25,482.4,Jersey,Healthy,4.8,22.3,18.64,Mid,0,37.08499722098479,74.03311102643977,62.86240695574428,0.046227197346600336,0.046227197346600336,2745.5177166763774,3951.6822082696062,1401.8316751130974,0.051824212271973466
COW01610,95,618.7,Brown Swiss,Healthy,3.7,29.3,22.6,Mid,0,39.09765613880108,41.98185296372901,58.04665859671972,0.047357362211087765,0.047357362211087765,1641.3920512455838,3369.4145742441356,1700.767096883888,0.1535477614352675
COW01611,27,566.6,Holstein,Healthy,3.5,30.1,17.93,Mid,0,22.235625361000363,80.85207369657694,40.52376588026397,0.05312389692905048,0.05312389692905048,1797.7964203770764,1642.1756011184466,1219.7653529959457,0.047652665019414044
COW01612,84,424.3,Brown Swiss,Ketosis,4.3,27.7,14.7,Mid,1,20.565208650508122,95.0,38.70911513838921,0.0652839971718124,0.0652839971718124,1953.6948217982715,1498.3955947970726,1072.242489333381,0.19797313221777044
COW01613,86,611.7,Ayrshire,Bloat,2.3,19.8,23.12,Mid,1,30.593888681709196,54.064410140213106,49.630241339896166,0.032368808239333004,0.032368808239333004,1654.0405454719496,2463.1608554563386,982.6787785299441,0.1405917933627595
COW01614,18,651.4,Ayrshire,Ketosis,3.3,14.7,16.12,Late,1,25.63682533121694,85.0746352036996,46.46914842398327,0.022566779244703714,0.022566779244703714,2181.043562834246,2159.381755250187,683.096481832554,0.027632790911882102
COW01615,30,481.4,Holstein,Ketosis,3.5,30.7,17.24,Mid,1,42.0,50.635275691501874,63.97533609085452,0.06377233070211882,0.06377233070211882,2126.6815790430787,4092.843627937793,1964.0428179892338,0.062318238471125886
COW01616,97,549.3,Brown Swiss,Mastitis,4.5,31.9,17.22,Late,1,36.03492342019671,87.73128855017684,64.20853582953993,0.05807391225195704,0.05807391225195704,3161.3902644608033,4122.736073373312,2048.2522929623237,0.17658838521754963
