Cattle_ID,Age_Months,Weight_kg,Breed,Disease_Status,Body_Condition
COW01041,104,569.9,Brown Swiss,Healthy,3.0
COW01042,56,630.7,Brown Swiss,Healthy,4.8
COW01043,52,588.8,Guernsey,Healthy,4.6
COW01044,88,647.4,Ayrshire,Healthy,3.1
COW01045,28,623.6,Brown Swiss,Ketosis,3.1
COW01046,37,671.7,Guernsey,Healthy,2.9
COW01047,76,578.7,Ayrshire,Mastitis,3.0
COW01048,84,622.4,Ayrshire,Healthy,4.6
COW01049,24,525.4,Jersey,Foot and Mouth,2.0
COW01050,66,501.9,Ayrshire,Bloat,3.3
COW01051,51,686.5,Brown Swiss,Healthy,4.8
COW01052,66,567.3,Holstein,Mastitis,3.6
COW01053,115,614.4,Guernsey,Healthy,3.4
COW01054,20,559.9,Ayrshire,Mastitis,2.9
COW01055,119,503.1,Jersey,Healthy,2.2
COW01056,60,550.9,Brown Swiss,Healthy,2.7
COW01057,95,664.9,Jersey,Ketosis,2.3
COW01058,57,594.4,Holstein,Foot and Mouth,2.4
COW01059,45,413.1,Ayrshire,Healthy,2.5
COW01060,95,532.8,Holstein,Ketosis,2.9
COW01061,86,692.6,Brown Swiss,Healthy,2.0
COW01062,27,532.9,Holstein,Healthy,4.9
COW01063,88,406.0,Guernsey,Foot and Mouth,2.4
COW01064,93,701.4,Ayrshire,Healthy,3.1
COW01065,53,604.6,Guernsey,Healthy,4.6
COW01066,111,544.4,Guernsey,Mastitis,2.3
COW01067,81,520.3,Ayrshire,Healthy,3.5
COW01068,48,636.6,Ayrshire,Healthy,4.5
COW01069,13,506.6,Ayrshire,Healthy,3.7
COW01070,84,641.9,Jersey,Mastitis,2.6
COW01071,34,593.4,Brown Swiss,Healthy,4.2
COW01072,93,569.6,Ayrshire,Healthy,4.0
COW01073,68,561.6,Jersey,Mastitis,3.1
COW01074,62,536.0,Guernsey,Healthy,2.1
COW01075,29,633.7,Holstein,Healthy,2.0
COW01076,88,480.8,Ayrshire,Mastitis,4.5
COW01077,29,420.2,Guernsey,Mastitis,3.0
COW01078,57,599.2,Guernsey,Healthy,2.4
COW01079,102,600.5,Ayrshire,Foot and Mouth,3.6
COW01080,111,588.4,Jersey,Mastitis,4.8
COW01081,118,582.6,Brown Swiss,Healthy,2.0
COW01082,115,524.4,Ayrshire,Mastitis,2.2
COW01083,72,613.0,Holstein,Mastitis,3.3
COW01084,33,546.4,Ayrshire,Healthy,4.0
COW01085,102,511.0,Jersey,Healthy,3.4
COW01086,98,525.0,Brown Swiss,Mastitis,4.7
COW01087,118,711.7,Brown Swiss,Ketosis,2.1
COW01088,82,411.2,Guernsey,Healthy,3.0
COW01089,27,590.0,Ayrshire,Foot and Mouth,3.1
COW01090,66,415.7,Jersey,Mastitis,3.0
COW01091,60,541.3,Holstein,Foot and Mouth,3.5
COW01092,103,515.3,Brown Swiss,Ketosis,4.4
COW01093,54,383.2,Guernsey,Healthy,3.0
COW01094,47,581.1,Guernsey,Healthy,4.2
COW01095,20,519.6,Guernsey,Healthy,2.4
COW01096,102,382.1,Jersey,Healthy,3.7
COW01097,93,617.2,Ayrshire,Healthy,3.1
COW01098,16,664.8,Holstein,Mastitis,3.6
COW01099,58,669.2,Holstein,Bloat,2.3
COW01100,63,578.7,Holstein,Healthy,4.9
COW01101,62,553.7,Ayrshire,Mastitis,4.7
COW01102,111,656.3,Holstein,Healthy,4.5
COW01103,28,684.6,Guernsey,Healthy,4.7
COW01104,45,640.7,Ayrshire,Healthy,2.4
COW01105,31,474.7,Guernsey,Healthy,3.5
COW01106,38,566.1,Ayrshire,Healthy,3.0
COW01107,109,585.2,Holstein,Mastitis,4.7
COW01108,113,405.2,Brown Swiss,Healthy,2.6
COW01109,16,587.5,Brown Swiss,Healthy,2.7
COW01110,80,731.8,Guernsey,Healthy,4.1
COW01111,37,601.2,Guernsey,Healthy,2.3
COW01112,32,667.9,Brown Swiss,Ketosis,4.2
COW01113,43,564.6,Jersey,Bloat,2.8
COW01114,32,544.1,Holstein,Healthy,4.0
COW01115,64,580.5,Brown Swiss,Healthy,4.6
COW01116,119,484.7,Jersey,Healthy,3.8
COW01117,75,472.9,Brown Swiss,Mastitis,2.6
COW01118,90,651.3,Guernsey,Healthy,2.1
COW01119,65,659.8,Brown Swiss,Healthy,2.1
COW01120,13,470.7,Brown Swiss,Healthy,2.3
COW01121,21,627.4,Holstein,Healthy,3.7
COW01122,41,543.0,Guernsey,Healthy,3.0
COW01123,38,577.2,Brown Swiss,Healthy,2.7
COW01124,102,586.8,Holstein,Mastitis,2.7
COW01125,103,629.5,Jersey,Healthy,4.8
COW01126,104,556.6,Guernsey,Healthy,2.4
COW01127,80,662.8,Ayrshire,Healthy,2.9
COW01128,72,574.8,Brown Swiss,Healthy,3.4
COW01129,82,599.9,Ayrshire,Mastitis,2.0
COW01130,55,483.3,Holstein,Ketosis,4.8
COW01131,84,722.7,Jersey,Healthy,2.3
COW01132,97,587.6,Ayrshire,Bloat,4.0
COW01133,94,607.0,Holstein,Mastitis,3.9
COW01134,78,421.3,Guernsey,Mastitis,4.4
COW01135,18,484.2,Jersey,Healthy,4.0
COW01136,90,649.0,Jersey,Healthy,4.3
COW01137,51,573.0,Brown Swiss,Healthy,3.3
COW01138,92,396.9,Jersey,Ketosis,3.5
COW01139,70,633.1,Ayrshire,Healthy,4.1
COW01140,107,506.5,Ayrshire,Healthy,3.7
COW01141,48,662.9,Brown Swiss,Healthy,3.5
COW01142,112,543.0,Brown Swiss,Healthy,2.6
COW01143,103,566.4,Holstein,Healthy,2.8
COW01144,47,644.3,Jersey,Healthy,3.1
COW01145,64,478.2,Holstein,Healthy,2.0
COW01146,69,470.6,Ayrshire,Mastitis,3.3
COW01147,95,534.3,Jersey,Mastitis,2.0
COW01148,86,616.2,Jersey,Healthy,3.7
COW01149,104,443.5,Ayrshire,Foot and Mouth,4.1
COW01150,51,416.6,Guernsey,Healthy,3.7
COW01151,66,615.9,Guernsey,Mastitis,4.1
COW01152,58,501.8,Holstein,Mastitis,2.0
COW01153,110,518.6,Brown Swiss,Healthy,2.2
COW01154,44,401.5,Brown Swiss,Healthy,4.1
COW01155,75,495.7,Jersey,Healthy,4.4
COW01156,24,549.4,Guernsey,Healthy,4.2
COW01157,103,624.4,Ayrshire,Healthy,4.0
COW01158,53,488.3,Jersey,Healthy,4.1
COW01159,48,682.6,Jersey,Mastitis,4.2
COW01160,74,495.2,Jersey,Healthy,4.2
COW01161,65,495.4,Ayrshire,Healthy,4.2
COW01162,103,673.0,Holstein,Healthy,2.2
COW01163,69,566.9,Ayrshire,Healthy,2.2
COW01164,67,505.8,Guernsey,Ketosis,3.1
COW01165,23,537.6,Brown Swiss,Healthy,3.6
COW01166,14,658.2,Brown Swiss,Healthy,4.3
COW01167,55,667.3,Ayrshire,Healthy,3.0
COW01168,119,484.7,Guernsey,Healthy,2.8
COW01169,111,546.6,Jersey,Healthy,4.3
COW01170,79,557.2,Holstein,Mastitis,2.7
COW01171,80,471.1,Guernsey,Healthy,4.5
COW01172,54,545.5,Holstein,Healthy,2.5
COW01173,31,550.4,Holstein,Healthy,3.1
COW01174,12,641.2,Ayrshire,Foot and Mouth,3.2
COW01175,48,646.6,Brown Swiss,Healthy,2.9
COW01176,46,523.7,Guernsey,Healthy,2.0
COW01177,32,532.9,Jersey,Mastitis,2.7
COW01178,39,603.1,Holstein,Foot and Mouth,3.0
COW01179,14,503.2,Holstein,Healthy,2.9
COW01180,77,597.1,Jersey,Ketosis,4.4
COW01181,112,543.0,Holstein,Foot and Mouth,2.1
COW01182,86,472.4,Brown Swiss,Healthy,3.2
COW01183,60,473.5,Jersey,Mastitis,2.1
COW01184,57,665.8,Brown Swiss,Healthy,4.8
COW01185,45,537.5,Brown Swiss,Healthy,4.4
COW01186,27,681.2,Jersey,Healthy,4.9
COW01187,76,508.9,Brown Swiss,Foot and Mouth,4.7
COW01188,73,573.3,Holstein,Healthy,2.9
COW01189,12,741.4,Jersey,Healthy,4.1
COW01190,56,465.4,Ayrshire,Healthy,2.9
COW01191,42,398.2,Ayrshire,Healthy,4.7
COW01192,30,652.9,Brown Swiss,Bloat,3.2
COW01193,87,483.9,Ayrshire,Mastitis,3.1
COW01194,68,548.3,Brown Swiss,Healthy,4.7
COW01195,80,503.1,Holstein,Bloat,4.5
COW01196,89,571.5,Ayrshire,Foot and Mouth,4.9
COW01197,118,474.0,Brown Swiss,Healthy,2.2
COW01198,98,535.6,Guernsey,Healthy,2.7
COW01199,78,586.0,Guernsey,Healthy,2.9
COW01200,106,469.3,Jersey,Healthy,3.3
COW01201,63,494.0,Guernsey,Healthy,3.4
COW01202,118,522.2,Brown Swiss,Healthy,2.9
COW01203,94,435.7,Jersey,Bloat,4.4
COW01204,82,516.2,Jersey,Healthy,2.7
COW01205,109,559.5,Guernsey,Foot and Mouth,4.1
COW01206,67,518.0,Jersey,Bloat,4.6
COW01207,89,528.3,Holstein,Healthy,3.8
COW01208,42,548.4,Ayrshire,Healthy,3.1
COW01209,116,497.5,Jersey,Mastitis,2.6
COW01210,79,605.3,Guernsey,Mastitis,2.4
COW01211,96,664.9,Guernsey,Healthy,4.2
COW01212,61,512.8,Ayrshire,Mastitis,3.4
COW01213,105,588.8,Guernsey,Healthy,2.1
COW01214,20,530.8,Guernsey,Mastitis,5.0
COW01215,24,579.2,Ayrshire,Mastitis,4.0
COW01216,66,675.3,Ayrshire,Healthy,4.5
COW01217,91,590.7,Holstein,Healthy,3.3
COW01218,99,408.1,Guernsey,Healthy,4.9
COW01219,59,586.3,Holstein,Bloat,2.6
COW01220,82,648.6,Ayrshire,Bloat,2.6
COW01221,71,532.3,Holstein,Mastitis,4.7
COW01222,115,629.7,Jersey,Healthy,4.7
COW01223,82,494.8,Holstein,Healthy,3.5
COW01224,57,431.2,Guernsey,Healthy,2.4
COW01225,116,561.3,Holstein,Healthy,2.9
COW01226,23,409.5,Holstein,Healthy,4.3
COW01227,118,530.8,Brown Swiss,Foot and Mouth,4.5
COW01228,28,652.9,Ayrshire,Healthy,3.0
COW01229,43,397.2,Brown Swiss,Healthy,2.2
COW01230,100,447.6,Brown Swiss,Ketosis,4.0
COW01231,91,467.4,Guernsey,Mastitis,4.2
COW01232,116,544.9,Brown Swiss,Healthy,3.3
COW01233,92,520.7,Jersey,Bloat,3.7
COW01234,80,661.9,Brown Swiss,Healthy,5.0
COW01235,49,626.3,Holstein,Healthy,2.7
COW01236,12,589.6,Jersey,Mastitis,3.7
COW01237,25,561.7,Guernsey,Foot and Mouth,3.8
COW01238,44,581.5,Jersey,Healthy,3.6
COW01239,16,481.0,Holstein,Healthy,4.6
COW01240,66,618.6,Holstein,Healthy,3.8
COW01241,95,461.0,Ayrshire,Healthy,3.5
COW01242,116,616.8,Jersey,Mastitis,2.4
COW01243,64,644.9,Holstein,Healthy,4.1
COW01244,106,566.9,Guernsey,Healthy,2.4
COW01245,118,535.9,Brown Swiss,Healthy,2.1
COW01246,104,582.0,Brown Swiss,Healthy,3.5
COW01247,62,321.1,Ayrshire,Healthy,3.7
COW01248,47,574.2,Jersey,Healthy,5.0
COW01249,117,540.9,Brown Swiss,Healthy,4.1
COW01250,38,545.9,Guernsey,Healthy,4.5
COW01251,56,606.5,Guernsey,Foot and Mouth,3.0
COW01252,19,544.0,Jersey,Ketosis,3.5
COW01253,97,458.8,Guernsey,Healthy,4.9
COW01254,82,538.7,Guernsey,Healthy,3.3
COW01255,21,555.4,Holstein,Healthy,4.4
COW01256,35,559.2,Holstein,Healthy,3.6
COW01257,71,563.0,Guernsey,Healthy,2.7
COW01258,70,633.1,Holstein,Bloat,3.7
COW01259,98,463.1,Ayrshire,Mastitis,2.7
COW01260,40,564.1,Holstein,Healthy,2.0
COW01261,111,653.2,Ayrshire,Ketosis,2.7
COW01262,60,411.2,Guernsey,Healthy,2.6
COW01263,100,564.4,Brown Swiss,Healthy,3.1
COW01264,37,503.2,Jersey,Healthy,4.7
COW01265,15,520.3,Jersey,Healthy,3.2
COW01266,17,477.6,Guernsey,Bloat,4.5
COW01267,52,536.4,Guernsey,Healthy,3.7
COW01268,114,697.3,Jersey,Mastitis,2.0
COW01269,17,448.8,Brown Swiss,Healthy,2.6
COW01270,51,456.4,Ayrshire,Bloat,4.8
COW01271,23,445.8,Jersey,Healthy,3.8
COW01272,112,688.2,Guernsey,Healthy,4.8
COW01273,84,513.0,Holstein,Healthy,2.9
COW01274,94,547.9,Ayrshire,Bloat,4.1
COW01275,89,517.8,Holstein,Healthy,4.3
COW01276,82,474.4,Jersey,Healthy,4.9
COW01277,95,531.2,Brown Swiss,Foot and Mouth,2.1
COW01278,12,746.7,Jersey,Healthy,4.9
COW01279,105,661.4,Holstein,Healthy,3.2
COW01280,91,481.8,Guernsey,Healthy,4.5
COW01281,91,601.8,Holstein,Healthy,3.6
COW01282,54,483.5,Ayrshire,Healthy,3.7
COW01283,98,407.9,Holstein,Healthy,3.1
COW01284,53,631.6,Jersey,Healthy,4.5
COW01285,17,642.8,Ayrshire,Healthy,2.8
COW01286,110,633.7,Holstein,Healthy,3.5
COW01287,37,512.4,Holstein,Ketosis,3.7
COW01288,23,536.7,Guernsey,Healthy,4.2
COW01289,79,610.0,Holstein,Healthy,3.4
COW01290,37,581.3,Ayrshire,Healthy,4.0
COW01291,104,518.5,Brown Swiss,Mastitis,3.5
COW01292,59,420.5,Ayrshire,Healthy,4.0
COW01293,12,559.1,Jersey,Healthy,4.0
COW01294,114,636.3,Holstein,Mastitis,4.1
COW01295,67,454.2,Ayrshire,Healthy,4.5
COW01296,40,601.1,Guernsey,Mastitis,3.6
COW01297,85,576.5,Ayrshire,Bloat,2.6
COW01298,69,610.0,Jersey,Foot and Mouth,4.0
COW01299,15,619.8,Brown Swiss,Healthy,2.2
COW01300,94,494.4,Brown Swiss,Healthy,2.7
COW01301,55,420.6,Brown Swiss,Healthy,4.4
COW01302,87,507.3,Jersey,Mastitis,3.3
COW01303,108,621.1,Jersey,Bloat,3.5
COW01304,77,506.6,Guernsey,Bloat,5.0
COW01305,84,494.5,Holstein,Healthy,2.7
COW01306,39,404.3,Jersey,Foot and Mouth,2.1
COW01307,37,690.2,Jersey,Healthy,2.3
COW01308,56,616.1,Holstein,Foot and Mouth,2.7
COW01309,104,611.6,Holstein,Healthy,4.2
COW01310,68,627.4,Brown Swiss,Healthy,4.3
COW01311,49,596.1,Holstein,Healthy,3.7
COW01312,96,530.5,Jersey,Ketosis,2.8
COW01313,104,536.9,Brown Swiss,Healthy,3.6
COW01314,109,515.8,Ayrshire,Healthy,2.0
COW01315,44,760.8,Holstein,Healthy,4.0
COW01316,88,594.5,Brown Swiss,Healthy,3.8
COW01317,75,512.9,Holstein,Bloat,2.1
COW01318,60,587.2,Brown Swiss,Healthy,4.5
COW01319,54,469.1,Brown Swiss,Healthy,4.3
COW01320,24,670.4,Guernsey,Mastitis,2.9
COW01321,41,497.1,Brown Swiss,Healthy,3.9
COW01322,71,590.1,Ayrshire,Healthy,3.8
COW01323,107,635.3,Holstein,Healthy,2.4
COW01324,105,580.8,Holstein,Healthy,2.6
COW01325,32,557.6,Holstein,Healthy,4.0
COW01326,85,550.9,Jersey,Healthy,4.8
COW01327,21,545.5,Holstein,Healthy,3.7
COW01328,84,503.9,Holstein,Mastitis,3.7
COW01329,48,514.0,Jersey,Foot and Mouth,3.9
COW01330,60,668.4,Ayrshire,Bloat,3.3
COW01331,89,541.3,Ayrshire,Healthy,2.2
COW01332,57,487.1,Holstein,Healthy,3.2
COW01333,99,508.7,Ayrshire,Ketosis,4.7
COW01334,69,638.0,Jersey,Mastitis,4.4
COW01335,119,604.0,Brown Swiss,Healthy,4.8
COW01336,80,594.8,Jersey,Healthy,2.5
COW01337,44,529.4,Brown Swiss,Healthy,3.5
COW01338,95,595.9,Guernsey,Healthy,3.8
COW01339,56,498.5,Guernsey,Healthy,2.6
COW01340,69,529.2,Brown Swiss,Healthy,2.6
COW01341,26,627.6,Guernsey,Ketosis,4.3
COW01342,24,619.9,Guernsey,Healthy,4.0
COW01343,74,471.4,Holstein,Healthy,3.9
COW01344,32,481.6,Jersey,Healthy,2.8
COW01345,119,558.7,Holstein,Mastitis,3.5
COW01346,104,688.1,Guernsey,Mastitis,2.1
COW01347,87,396.8,Brown Swiss,Healthy,2.4
COW01348,91,572.3,Guernsey,Healthy,3.6
COW01349,76,439.9,Brown Swiss,Mastitis,2.9
COW01350,18,499.3,Jersey,Foot and Mouth,4.9
COW01351,54,520.8,Holstein,Healthy,3.4
COW01352,65,516.4,Ayrshire,Foot and Mouth,2.3
COW01353,110,507.3,Jersey,Healthy,2.1
COW01354,35,550.6,Holstein,Healthy,4.2
COW01355,65,507.2,Jersey,Healthy,2.5
COW01356,49,433.0,Ayrshire,Healthy,2.6
COW01357,26,612.4,Jersey,Healthy,3.3
COW01358,23,610.2,Ayrshire,Healthy,2.8
COW01359,51,617.5,Brown Swiss,Mastitis,3.8
COW01360,20,426.7,Ayrshire,Healthy,3.5
COW01361,19,573.9,Guernsey,Ketosis,2.3
COW01362,49,604.1,Holstein,Healthy,4.4
COW01363,33,467.5,Brown Swiss,Healthy,3.3
COW01364,71,550.7,Brown Swiss,Bloat,3.8
COW01365,13,540.7,Jersey,Foot and Mouth,2.0
COW01366,44,697.4,Brown Swiss,Healthy,3.9
COW01367,60,704.0,Holstein,Mastitis,2.8
COW01368,116,416.9,Guernsey,Healthy,3.5
COW01369,80,749.5,Ayrshire,Healthy,2.9
COW01370,107,476.8,Holstein,Healthy,5.0
COW01371,49,628.5,Brown Swiss,Healthy,2.7
COW01372,60,627.6,Guernsey,Healthy,4.7
COW01373,57,470.3,Holstein,Healthy,4.8
COW01374,107,589.5,Jersey,Bloat,3.3
COW01375,115,541.4,Jersey,Bloat,2.9
COW01376,115,594.3,Holstein,Foot and Mouth,3.1
COW01377,93,568.5,Ayrshire,Mastitis,5.0
COW01378,66,645.7,Brown Swiss,Healthy,3.9
COW01379,70,556.0,Guernsey,Healthy,3.6
COW01380,117,536.6,Brown Swiss,Mastitis,2.1
COW01381,42,637.7,Ayrshire,Healthy,4.5
COW01382,49,596.4,Ayrshire,Healthy,2.3
COW01383,108,608.5,Guernsey,Healthy,2.1
COW01384,53,496.8,Jersey,Healthy,2.8
COW01385,37,466.4,Brown Swiss,Healthy,3.4
COW01386,72,504.6,Ayrshire,Healthy,4.7
COW01387,47,500.3,Brown Swiss,Healthy,4.4
COW01388,108,612.9,Brown Swiss,Healthy,2.6
COW01389,110,628.1,Holstein,Ketosis,3.1
COW01390,45,537.6,Ayrshire,Healthy,4.3
COW01391,69,664.5,Guernsey,Mastitis,3.6
COW01392,118,659.5,Jersey,Foot and Mouth,2.5
COW01393,92,569.5,Brown Swiss,Healthy,3.2
COW01394,35,484.2,Brown Swiss,Mastitis,3.9
COW01395,75,676.0,Holstein,Healthy,4.9
COW01396,78,545.1,Ayrshire,Healthy,4.0
COW01397,82,560.1,Ayrshire,Healthy,2.0
COW01398,14,522.8,Ayrshire,Bloat,4.1
COW01399,44,478.8,Jersey,Ketosis,2.8
COW01400,104,432.5,Jersey,Healthy,4.6
COW01401,38,600.6,Holstein,Healthy,3.2
COW01402,44,487.3,Guernsey,Healthy,2.6
COW01403,46,794.8,Jersey,Mastitis,3.4
COW01404,31,463.1,Ayrshire,Healthy,2.8
COW01405,28,449.4,Ayrshire,Healthy,2.7
COW01406,49,590.8,Holstein,Foot and Mouth,3.7
COW01407,106,672.3,Ayrshire,Healthy,4.3
COW01408,12,555.2,Holstein,Healthy,4.5
COW01409,42,595.8,Brown Swiss,Healthy,3.2
COW01410,18,402.5,Brown Swiss,Healthy,2.2
COW01411,72,495.8,Ayrshire,Healthy,3.5
COW01412,39,464.1,Guernsey,Healthy,3.3
COW01413,97,398.4,Ayrshire,Healthy,2.6
COW01414,75,559.4,Brown Swiss,Bloat,4.7
COW01415,96,370.6,Ayrshire,Healthy,4.9
COW01416,80,444.2,Ayrshire,Bloat,2.2
COW01417,59,507.0,Ayrshire,Healthy,4.4
COW01418,104,483.5,Brown Swiss,Mastitis,3.9
COW01419,63,581.7,Jersey,Healthy,2.8
COW01420,114,574.4,Ayrshire,Mastitis,3.9
COW01421,119,621.5,Guernsey,Healthy,2.4
COW01422,75,610.2,Ayrshire,Healthy,2.2
COW01423,84,641.3,Brown Swiss,Healthy,5.0
COW01424,39,549.8,Ayrshire,Healthy,3.9
COW01425,99,574.3,Guernsey,Bloat,2.8
COW01426,84,590.9,Guernsey,Ketosis,3.4
COW01427,109,561.3,Holstein,Mastitis,4.9
COW01428,40,518.2,Brown Swiss,Healthy,3.3
COW01429,97,523.4,Guernsey,Bloat,4.7
COW01430,62,484.6,Guernsey,Mastitis,4.6
COW01431,31,583.7,Ayrshire,Healthy,3.0
COW01432,30,542.5,Jersey,Healthy,4.1
COW01433,72,496.9,Jersey,Mastitis,4.0
COW01434,46,497.0,Ayrshire,Healthy,4.3
COW01435,23,453.2,Ayrshire,Healthy,3.1
COW01436,58,628.3,Holstein,Mastitis,2.2
COW01437,82,556.3,Jersey,Healthy,2.5
COW01438,46,481.0,Ayrshire,Healthy,3.8
COW01439,115,614.7,Holstein,Healthy,4.3
COW01440,96,505.2,Guernsey,Mastitis,4.3
COW01441,67,437.5,Holstein,Ketosis,3.8
COW01442,112,631.7,Holstein,Foot and Mouth,2.3
COW01443,58,507.0,Guernsey,Healthy,2.1
COW01444,27,517.3,Guernsey,Healthy,4.3
COW01445,15,553.3,Brown Swiss,Healthy,3.6
COW01446,113,641.4,Ayrshire,Healthy,4.3
COW01447,115,551.6,Jersey,Healthy,2.5
COW01448,91,454.1,Brown Swiss,Mastitis,3.2
COW01449,23,593.5,Guernsey,Mastitis,4.8
COW01450,43,511.2,Guernsey,Healthy,2.5
COW01451,16,701.0,Jersey,Foot and Mouth,2.2
COW01452,17,549.9,Guernsey,Mastitis,4.0
COW01453,38,371.2,Brown Swiss,Healthy,3.8
COW01454,73,578.6,Brown Swiss,Healthy,4.9
COW01455,19,705.6,Ayrshire,Healthy,4.7
COW01456,118,676.1,Jersey,Healthy,4.2
COW01457,61,696.5,Guernsey,Healthy,2.1
COW01458,40,468.4,Ayrshire,Healthy,3.4
COW01459,67,623.0,Guernsey,Healthy,4.7
COW01460,97,492.2,Ayrshire,Healthy,3.3
COW01461,45,567.9,Brown Swiss,Mastitis,4.9
COW01462,17,448.2,Jersey,Mastitis,4.0
COW01463,17,498.4,Ayrshire,Healthy,2.3
COW01464,104,495.9,Guernsey,Healthy,3.5
COW01465,24,621.9,Jersey,Healthy,4.1
COW01466,80,614.1,Jersey,Healthy,2.2
COW01467,53,572.1,Jersey,Healthy,3.0
COW01468,95,442.0,Ayrshire,Healthy,4.2
COW01469,18,525.1,Holstein,Healthy,2.5
COW01470,108,490.3,Guernsey,Ketosis,3.0
COW01471,87,619.6,Brown Swiss,Healthy,4.1
COW01472,60,644.3,Holstein,Foot and Mouth,4.3
COW01473,34,634.5,Guernsey,Healthy,3.6
COW01474,117,489.6,Guernsey,Healthy,4.9
COW01475,44,330.8,Guernsey,Bloat,4.8
COW01476,64,408.6,Brown Swiss,Healthy,3.4
COW01477,54,663.7,Jersey,Healthy,2.5
COW01478,36,517.9,Holstein,Ketosis,4.3
COW01479,56,489.9,Holstein,Healthy,2.7
COW01480,28,681.4,Jersey,Healthy,4.5
COW01481,12,651.2,Guernsey,Healthy,3.8
COW01482,43,552.0,Holstein,Healthy,3.2
COW01483,24,526.5,Ayrshire,Healthy,3.7
COW01484,56,539.4,Brown Swiss,Healthy,3.6
COW01485,105,568.2,Jersey,Bloat,4.8
COW01486,29,678.0,Ayrshire,Mastitis,2.6
COW01487,12,583.8,Holstein,Healthy,4.8
COW01488,23,608.1,Ayrshire,Healthy,2.1
COW01489,66,643.5,Jersey,Mastitis,4.3
COW01490,41,456.4,Jersey,Bloat,4.8
COW01491,64,610.4,Brown Swiss,Healthy,3.2
COW01492,15,526.4,Ayrshire,Healthy,2.2
COW01493,47,348.7,Jersey,Foot and Mouth,4.4
COW01494,56,379.7,Ayrshire,Bloat,4.5
COW01495,58,468.6,Jersey,Bloat,3.0
COW01496,71,592.5,Jersey,Healthy,3.6
COW01497,96,559.1,Guernsey,Healthy,4.4
COW01498,62,564.7,Guernsey,Healthy,2.6
COW01499,102,706.1,Jersey,Healthy,3.9
COW01500,69,448.5,Holstein,Bloat,3.3
COW01501,40,547.8,Jersey,Healthy,2.5
COW01502,36,574.4,Brown Swiss,Healthy,4.5
COW01503,46,491.1,Holstein,Bloat,3.0
COW01504,76,552.3,Holstein,Ketosis,4.8
COW01505,38,422.0,Ayrshire,Mastitis,3.7
COW01506,110,662.8,Holstein,Bloat,3.5
COW01507,63,495.5,Brown Swiss,Healthy,3.3
COW01508,105,712.5,Guernsey,Healthy,3.2
COW01509,85,547.4,Jersey,Healthy,4.5
COW01510,48,632.2,Brown Swiss,Ketosis,4.0
COW01511,36,545.7,Holstein,Bloat,4.3
COW01512,92,547.5,Guernsey,Healthy,3.3
COW01513,47,503.3,Guernsey,Healthy,2.8
COW01514,38,559.5,Ayrshire,Healthy,2.3
COW01515,112,575.4,Ayrshire,Healthy,4.3
COW01516,64,487.3,Jersey,Foot and Mouth,3.2
COW01517,17,540.0,Holstein,Healthy,3.5
COW01518,65,501.2,Jersey,Mastitis,3.4
COW01519,61,734.0,Holstein,Healthy,3.3
COW01520,105,542.8,Brown Swiss,Healthy,4.1
COW01521,88,673.6,Holstein,Healthy,3.8
COW01522,32,534.4,Ayrshire,Ketosis,4.9
COW01523,28,570.7,Guernsey,Healthy,2.4
COW01524,77,444.3,Jersey,Healthy,3.7
COW01525,17,514.2,Ayrshire,Healthy,2.2
COW01526,46,566.8,Guernsey,Bloat,4.4
COW01527,26,676.9,Brown Swiss,Foot and Mouth,3.8
COW01528,14,567.8,Holstein,Foot and Mouth,3.3
COW01529,111,660.7,Jersey,Healthy,4.4
COW01530,21,601.3,Brown Swiss,Bloat,3.4
COW01531,13,680.2,Guernsey,Healthy,2.7
COW01532,112,545.3,Jersey,Mastitis,3.4
COW01533,32,741.2,Guernsey,Healthy,2.2
COW01534,100,511.2,Jersey,Healthy,4.7
COW01535,15,488.7,Jersey,Ketosis,4.2
COW01536,28,453.2,Brown Swiss,Ketosis,4.3
COW01537,23,736.5,Holstein,Healthy,4.6
COW01538,88,615.6,Brown Swiss,Healthy,4.4
COW01539,78,523.3,Jersey,Bloat,3.3
COW01540,63,649.9,Jersey,Ketosis,2.4
COW01541,38,605.0,Guernsey,Mastitis,3.1
COW01542,21,707.3,Jersey,Healthy,4.8
COW01543,73,426.2,Guernsey,Healthy,4.8
COW01544,36,528.8,Guernsey,Bloat,4.3
COW01545,75,513.0,Guernsey,Mastitis,2.6
COW01546,86,392.1,Jersey,Mastitis,2.6
COW01547,103,634.8,Ayrshire,Mastitis,4.6
COW01548,65,528.4,Jersey,Healthy,2.4
COW01549,12,609.2,Jersey,Healthy,3.8
COW01550,42,738.8,Ayrshire,Foot and Mouth,3.1
COW01551,104,521.7,Jersey,Healthy,2.9
COW01552,69,516.3,Guernsey,Mastitis,4.0
COW01553,78,559.5,Holstein,Mastitis,4.9
COW01554,61,629.0,Guernsey,Foot and Mouth,4.3
COW01555,29,504.7,Ayrshire,Healthy,3.5
COW01556,108,499.5,Guernsey,Mastitis,3.3
COW01557,95,634.6,Brown Swiss,Healthy,4.7
COW01558,119,580.3,Ayrshire,Healthy,3.7
COW01559,104,386.4,Jersey,Healthy,3.5
COW01560,43,452.0,Jersey,Healthy,4.0
COW01561,39,670.1,Holstein,Bloat,2.7
COW01562,38,582.2,Guernsey,Bloat,2.2
COW01563,111,489.0,Guernsey,Healthy,4.6
